           SrcAddr        Dur   sMeanPktSz     SrcBytes       AckDat  SrcLoad  DstLoad   dMeanPktSz  Dport 
fe80::e657:40ff:f*   3.000124   166.000000          332     0.000000 442.648* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.163924   150.000000          600     0.000000 1137.82* 0.000000     0.000000 0x0000
       192.168.0.4   2.746754    80.833336          485     0.000000 1179.57* 0.000000     0.000000 https
       192.168.0.4   2.938645    60.000000          480     0.000000 1143.38* 6443.78*   263.000000 https
2800:150:14c:697:*   0.019770   103.000000          103     0.000000 0.000000 0.000000   119.000000 domain
       192.168.0.4   0.729837   188.428574         1319     0.000000 12397.2* 33322.5*   607.833313 https
       192.168.0.4   2.337943   296.722229         5341     0.000000 17263.0* 72487.6*   246.321838 50001
fe80::1852:e3a5:c*   0.000000    90.000000           90     0.000000 0.000000 0.000000     0.000000 0x0000
fe80::e657:40ff:f*   0.000265    86.000000           86     0.000000 0.000000 0.000000    78.000000 0x0000
       192.168.0.4   0.000000    78.000000           78     0.000000 0.000000 0.000000   174.000000 27018
       192.168.0.4   0.000063   305.000000          610     0.000000 3873016* 0.000000     0.000000 54915
    185.197.24.245   4.988885   230.866135        29320     0.000000 46647.6* 676.704*    84.333336 50615
       192.168.0.4   4.000133   305.000000         3050     0.000000 5489.81* 0.000000     0.000000 54915
   162.159.130.234   3.157607   343.666656         1031     0.000000 1743.09* 304.027*    60.000000 51612
fe80::ec21:dd26:e*   4.256608   150.000000          750     0.000000 1127.65* 0.000000     0.000000 0x0000
       192.168.0.4   0.000000    60.000000           60     0.000000 0.000000 0.000000     0.000000
      192.168.0.13   0.000000    62.000000           62     0.000000 0.000000 0.000000     0.000000
fe80::e657:40ff:f*   2.994995   166.000000          332     0.000000 443.406* 0.000000     0.000000 0x0000
       192.168.0.4   0.169334   123.000000          123     0.000000 0.000000 0.000000    60.000000 1119
       192.168.0.4   0.376703   126.000000          126     0.000000 0.000000 0.000000    78.000000 27018
       192.168.0.4   0.062238    87.500000          175     0.000000 11311.4* 11054.3*    85.500000 https
      192.168.0.15   0.001543    60.000000           60     0.000000 0.000000 0.000000    60.000000
      192.168.0.13   3.057260   217.000000          868     0.000000 1703.48* 0.000000     0.000000 1900
       192.168.0.1   0.000044    60.000000           60     0.000000 0.000000 0.000000    42.000000
       192.168.0.4   0.203320    74.500000          149     0.000000 2951.01* 2872.31*    72.500000 https
    185.197.24.245   4.986017   301.361359        35862     0.000000 57057.1* 688.324*    85.666664 50615
fe80::e657:40ff:f*   0.000154    86.000000           86     0.000000 0.000000 0.000000    78.000000 0x0000
       192.168.0.4   4.999293   305.000000         3660     0.000000 5368.75* 0.000000     0.000000 54915
2800:150:14c:697:*   0.216344    95.500000          191     0.000000 3549.90* 3475.94*    94.000000 https
   162.159.130.234   2.543888   263.600006         1318     0.000000 3317.75* 566.062*    60.000000 51612
      192.168.0.13   0.000000    54.000000           54     0.000000 0.000000 0.000000     0.000000
      192.168.0.15   0.000000    60.000000           60     0.000000 0.000000 0.000000     0.000000
fe80::e657:40ff:f*   2.999984   166.000000          332     0.000000 442.669* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.187923   150.000000          600     0.000000 1129.26* 0.000000     0.000000 0x0000
       192.168.0.4   0.174055    84.000000           84     0.000000 0.000000 0.000000    60.000000 https
      192.168.0.15   0.015749    98.000000           98     0.000000 0.000000 0.000000   114.000000 domain
      192.168.0.15   0.021553    98.000000           98     0.000000 0.000000 0.000000   126.000000 domain
2800:150:14c:697:*   0.065793   181.117645         3079     0.000208 352377.* 340218.*   233.153839 https
    185.197.24.245   4.995172   286.322418        61273     0.000000 97673.5* 687.063*    85.666664 50615
      192.168.0.15   0.015399    99.000000           99     0.000000 0.000000 0.000000   115.000000 domain
      192.168.0.15   0.021373    99.000000           99     0.000000 0.000000 0.000000   180.000000 domain
      192.168.0.15   0.201863   145.266663         2179     0.000138 80609.1* 229700.*   483.000000 https
       192.168.0.4   0.000000   126.000000          126     0.000000 0.000000 0.000000     0.000000 27018
       192.168.0.4   4.993014   305.000000         3660     0.000000 5375.51* 0.000000     0.000000 54915
2800:150:14c:697:*   0.205594    95.500000          191     0.000000 3735.51* 3657.69*    94.000000 https
   162.159.130.234   4.191817   219.625000         1757     0.000000 2935.24* 801.561*    60.000000 51612
fe80::e657:40ff:f*   0.000270    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
fe80::e657:40ff:f*   3.000082   166.000000          332     0.000000 442.654* 0.000000     0.000000 0x0000
fe80::ec21:dd26:e*   3.280924   150.000000          600     0.000000 1097.25* 0.000000     0.000000 0x0000
fe80::7c6e:f72:3f*   0.000000    90.000000           90     0.000000 0.000000 0.000000     0.000000 0x0000
fe80::e657:40ff:f*   0.000000    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
    44.229.115.174   0.232847    81.500000          163     0.000000 2817.30* 0.000000   101.000000 35106
fe80::e657:40ff:f*   0.000049    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
    185.197.24.245   4.990120   299.434296        82045     0.000000 131052.* 421.633*    87.500000 50615
fe80::1852:e3a5:c*   0.000000    90.000000           90     0.000000 0.000000 0.000000     0.000000 0x0000
     140.82.112.25   0.142883    69.500000          139     0.000000 3919.29* 0.000000    83.000000 62776
       192.168.0.4   0.067113    87.500000          175     0.000000 10489.7* 10251.3*    85.500000 https
fe80::e657:40ff:f*   0.000000    86.000000           86     0.000000 0.000000 0.000000    86.000000 0x0000
       192.168.0.4   3.997363   305.000000         3050     0.000000 5493.62* 0.000000     0.000000 54915
   162.159.130.234   4.712842   164.000000          656     0.000000 835.164* 305.548*    60.000000 51612
fe80::e657:40ff:f*   2.999952   166.000000          332     0.000000 442.673* 0.000000     0.000000 0x0000
